"id","EVENT_UNIQUE_ID","OCC_DATE","OCC_YEAR","OCC_MONTH","OCC_DOW","OCC_DOY","OCC_DAY","OCC_HOUR","OCC_TIME_RANGE","DIVISION","DEATH","INJURIES","HOOD_158","NEIGHBOURHOOD_158","HOOD_140","NEIGHBOURHOOD_140","geometry"
4230,"EVT-004230",2007-06-26,"2007","June","Tuesday",177,26,21,"Evening","D44",0,1,96,"Scarborough",40,"North York","c(-79.5751421222687, 43.6912523078617)"
4231,"EVT-004231",2013-10-12,"2013","October","Saturday",285,12,9,"Morning","D45",0,2,107,"Scarborough",126,"Scarborough","c(-79.3439843014373, 43.7877442660173)"
4232,"EVT-004232",2007-06-10,"2007","June","Sunday",161,10,20,"Evening","D23",0,2,46,"East York",10,"East York","c(-79.2848620961646, 43.5846889546126)"
4233,"EVT-004233",2005-08-19,"2005","August","Friday",231,19,12,"Morning","D24",0,1,125,"Downtown",61,"Etobicoke","c(-79.3513989477284, 43.8080258524865)"
4234,"EVT-004234",2016-06-24,"2016","June","Friday",176,24,13,"Afternoon","D50",0,2,144,"Etobicoke",82,"Scarborough","c(-79.6315100286484, 43.8334017019263)"
4235,"EVT-004235",2006-04-17,"2006","April","Monday",107,17,19,"Evening","D35",0,1,149,"Etobicoke",130,"North York","c(-79.1658358824631, 43.7512653905693)"
4236,"EVT-004236",2021-06-13,"2021","June","Sunday",164,13,19,"Evening","D22",0,0,137,"Scarborough",134,"Downtown","c(-79.41246479574, 43.6888142868249)"
4237,"EVT-004237",2014-07-22,"2014","July","Tuesday",203,22,0,"Night","D29",0,1,51,"Scarborough",78,"Etobicoke","c(-79.3725500449689, 43.601782023686)"
4238,"EVT-004238",2006-03-14,"2006","March","Tuesday",73,14,17,"Afternoon","D15",0,2,133,"Etobicoke",78,"East York","c(-79.529316327918, 43.8249549919628)"
4239,"EVT-004239",2020-01-29,"2020","January","Wednesday",29,29,3,"Night","D21",0,1,79,"Etobicoke",70,"Etobicoke","c(-79.2942166568479, 43.5976678125346)"
4240,"EVT-004240",2004-08-23,"2004","August","Monday",236,23,10,"Morning","D54",0,2,111,"East York",121,"East York","c(-79.2180646077082, 43.657181432073)"
4241,"EVT-004241",2023-05-10,"2023","May","Wednesday",130,10,23,"Evening","D14",0,2,57,"East York",140,"Etobicoke","c(-79.6298095034769, 43.7727591873365)"
4242,"EVT-004242",2019-07-08,"2019","July","Monday",189,8,8,"Morning","D23",0,0,120,"East York",34,"Downtown","c(-79.4625537783748, 43.5912500073426)"
4243,"EVT-004243",2022-09-16,"2022","September","Friday",259,16,22,"Evening","D26",0,2,105,"Etobicoke",98,"Scarborough","c(-79.4487810370732, 43.7784607147809)"
4244,"EVT-004244",2006-07-16,"2006","July","Sunday",197,16,5,"Night","D05",0,2,81,"Etobicoke",47,"Etobicoke","c(-79.6092886795202, 43.7042764094174)"
4245,"EVT-004245",2012-11-08,"2012","November","Thursday",313,8,5,"Night","D18",0,2,70,"North York",30,"Etobicoke","c(-79.5334441800017, 43.7584116089813)"
4246,"EVT-004246",2023-12-23,"2023","December","Saturday",357,23,17,"Afternoon","D37",0,1,142,"Etobicoke",123,"Downtown","c(-79.4044430865919, 43.6744348173248)"
4247,"EVT-004247",2022-06-03,"2022","June","Friday",154,3,8,"Morning","D36",0,5,9,"Downtown",117,"North York","c(-79.353871702623, 43.761108426455)"
4248,"EVT-004248",2012-04-29,"2012","April","Sunday",120,29,2,"Night","D30",0,2,122,"Etobicoke",115,"Scarborough","c(-79.4062704254203, 43.6661125649046)"
4249,"EVT-004249",2020-03-06,"2020","March","Friday",66,6,3,"Night","D11",0,2,24,"Scarborough",76,"Downtown","c(-79.1694547644397, 43.5931032446241)"
4250,"EVT-004250",2009-07-26,"2009","July","Sunday",207,26,13,"Afternoon","D37",0,3,26,"Downtown",50,"North York","c(-79.2960649760038, 43.8169860497702)"
4251,"EVT-004251",2017-03-29,"2017","March","Wednesday",88,29,15,"Afternoon","D17",0,4,3,"North York",133,"East York","c(-79.1181139525115, 43.6982824398788)"
4252,"EVT-004252",2011-03-03,"2011","March","Thursday",62,3,10,"Morning","D26",0,1,151,"North York",29,"Etobicoke","c(-79.171341382801, 43.7541123998385)"
4253,"EVT-004253",2024-01-01,"2024","January","Monday",1,1,13,"Afternoon","D13",0,1,91,"East York",95,"East York","c(-79.1620527589869, 43.6497085506555)"
4254,"EVT-004254",2018-10-28,"2018","October","Sunday",301,28,6,"Night","D33",0,6,1,"North York",113,"North York","c(-79.1484137985936, 43.8201732085083)"
4255,"EVT-004255",2014-04-25,"2014","April","Friday",115,25,5,"Night","D01",0,2,105,"East York",101,"Etobicoke","c(-79.2752490234776, 43.6125577965485)"
4256,"EVT-004256",2009-12-15,"2009","December","Tuesday",349,15,9,"Morning","D41",0,2,50,"Scarborough",39,"Scarborough","c(-79.3649706975356, 43.7473781358847)"
4257,"EVT-004257",2004-09-30,"2004","September","Thursday",274,30,22,"Evening","D52",0,3,118,"Downtown",28,"Downtown","c(-79.365728702545, 43.5820356671492)"
4258,"EVT-004258",2015-12-06,"2015","December","Sunday",340,6,15,"Afternoon","D48",0,2,58,"North York",92,"North York","c(-79.1551804840604, 43.6351124202933)"
4259,"EVT-004259",2011-02-22,"2011","February","Tuesday",53,22,15,"Afternoon","D31",0,1,85,"Etobicoke",71,"Etobicoke","c(-79.2799576918449, 43.6914504915284)"
4260,"EVT-004260",2007-04-02,"2007","April","Monday",92,2,18,"Afternoon","D07",0,2,99,"Downtown",96,"East York","c(-79.5721026649986, 43.5894483285844)"
4261,"EVT-004261",2016-05-15,"2016","May","Sunday",136,15,23,"Evening","D33",0,0,135,"Downtown",36,"Etobicoke","c(-79.1840744628295, 43.6171643020427)"
4262,"EVT-004262",2008-02-27,"2008","February","Wednesday",58,27,17,"Afternoon","D43",0,4,121,"East York",23,"Etobicoke","c(-79.5316006006736, 43.7740947435778)"
4263,"EVT-004263",2009-06-03,"2009","June","Wednesday",154,3,8,"Morning","D15",0,1,148,"Scarborough",135,"Scarborough","c(-79.2509799160721, 43.6756460452057)"
4264,"EVT-004264",2016-04-05,"2016","April","Tuesday",96,5,15,"Afternoon","D52",0,1,120,"Downtown",30,"Scarborough","c(-79.1877132952863, 43.8345432596598)"
4265,"EVT-004265",2018-01-30,"2018","January","Tuesday",30,30,4,"Night","D53",0,3,95,"Scarborough",17,"Downtown","c(-79.1200588208016, 43.850379747841)"
4266,"EVT-004266",2024-05-15,"2024","May","Wednesday",136,15,6,"Night","D22",0,1,34,"North York",83,"North York","c(-79.1973433153909, 43.7122480001811)"
4267,"EVT-004267",2009-08-12,"2009","August","Wednesday",224,12,16,"Afternoon","D06",0,2,110,"East York",23,"Etobicoke","c(-79.3433416536864, 43.8479470559547)"
4268,"EVT-004268",2011-02-23,"2011","February","Wednesday",54,23,4,"Night","D09",0,1,3,"Scarborough",74,"Downtown","c(-79.5274333399907, 43.6407939632796)"
4269,"EVT-004269",2008-09-19,"2008","September","Friday",263,19,21,"Evening","D19",0,3,155,"Downtown",114,"Scarborough","c(-79.4929923155975, 43.6767414632661)"
4270,"EVT-004270",2012-09-24,"2012","September","Monday",268,24,8,"Morning","D41",0,1,106,"North York",126,"North York","c(-79.3266417932553, 43.8233246950386)"
4271,"EVT-004271",2006-08-11,"2006","August","Friday",223,11,15,"Afternoon","D22",0,3,46,"East York",13,"Scarborough","c(-79.4871203329964, 43.7292029705092)"
4272,"EVT-004272",2007-08-11,"2007","August","Saturday",223,11,20,"Evening","D37",0,2,154,"North York",19,"North York","c(-79.6215627530338, 43.6612105380712)"
4273,"EVT-004273",2013-08-19,"2013","August","Monday",231,19,16,"Afternoon","D15",0,0,143,"Scarborough",4,"Downtown","c(-79.1913023625307, 43.7014539118895)"
4274,"EVT-004274",2012-07-01,"2012","July","Sunday",183,1,11,"Morning","D50",0,2,18,"North York",68,"Downtown","c(-79.5707732893046, 43.6381087341351)"
4275,"EVT-004275",2022-10-10,"2022","October","Monday",283,10,13,"Afternoon","D13",0,1,55,"Scarborough",58,"Downtown","c(-79.501802106723, 43.7219616108554)"
4276,"EVT-004276",2022-04-24,"2022","April","Sunday",114,24,11,"Morning","D49",0,2,22,"East York",136,"Scarborough","c(-79.1283662305566, 43.7738487106394)"
4277,"EVT-004277",2022-07-24,"2022","July","Sunday",205,24,21,"Evening","D54",0,2,37,"Downtown",85,"Etobicoke","c(-79.5495796548793, 43.7692153879792)"
4278,"EVT-004278",2016-02-28,"2016","February","Sunday",59,28,13,"Afternoon","D26",0,3,137,"North York",132,"Downtown","c(-79.2976844246861, 43.6013307052098)"
4279,"EVT-004279",2005-12-07,"2005","December","Wednesday",341,7,10,"Morning","D18",0,2,146,"North York",10,"Downtown","c(-79.2324918921242, 43.6361887457822)"
4280,"EVT-004280",2013-04-24,"2013","April","Wednesday",114,24,2,"Night","D11",0,1,137,"Scarborough",115,"Etobicoke","c(-79.5727322494876, 43.8102333327072)"
4281,"EVT-004281",2024-02-19,"2024","February","Monday",50,19,14,"Afternoon","D10",0,3,5,"North York",47,"North York","c(-79.2053990281118, 43.6914382373508)"
4282,"EVT-004282",2007-11-16,"2007","November","Friday",320,16,8,"Morning","D39",0,3,143,"Scarborough",63,"Etobicoke","c(-79.4351456640566, 43.7213515638357)"
4283,"EVT-004283",2006-02-15,"2006","February","Wednesday",46,15,9,"Morning","D49",0,2,46,"Downtown",97,"Scarborough","c(-79.1177796483872, 43.7895082261479)"
4284,"EVT-004284",2006-09-11,"2006","September","Monday",254,11,12,"Morning","D44",0,2,144,"Etobicoke",25,"Scarborough","c(-79.2289569848538, 43.6096994057579)"
4285,"EVT-004285",2020-04-11,"2020","April","Saturday",102,11,4,"Night","D44",0,0,105,"North York",33,"East York","c(-79.4885707785793, 43.6806934938382)"
4286,"EVT-004286",2013-10-11,"2013","October","Friday",284,11,8,"Morning","D06",1,8,80,"North York",64,"Downtown","c(-79.6267088876007, 43.6297149971277)"
4287,"EVT-004287",2016-03-14,"2016","March","Monday",74,14,6,"Night","D30",0,2,100,"Scarborough",68,"Scarborough","c(-79.6248820809068, 43.6297272143776)"
4288,"EVT-004288",2005-05-04,"2005","May","Wednesday",124,4,18,"Afternoon","D24",0,0,66,"Scarborough",137,"North York","c(-79.4590272116883, 43.7032777676392)"
4289,"EVT-004289",2018-12-17,"2018","December","Monday",351,17,9,"Morning","D19",0,2,16,"Downtown",121,"East York","c(-79.6262304606723, 43.7138919887153)"
4290,"EVT-004290",2007-03-26,"2007","March","Monday",85,26,0,"Night","D05",0,0,75,"Etobicoke",23,"North York","c(-79.2342730023967, 43.722859754769)"
4291,"EVT-004291",2013-07-30,"2013","July","Tuesday",211,30,0,"Night","D07",0,1,132,"Downtown",131,"Downtown","c(-79.6274831450297, 43.8372725534353)"
4292,"EVT-004292",2004-10-25,"2004","October","Monday",299,25,18,"Afternoon","D45",0,2,115,"Scarborough",34,"North York","c(-79.4369800798472, 43.6724111157792)"
4293,"EVT-004293",2020-03-18,"2020","March","Wednesday",78,18,14,"Afternoon","D08",0,1,128,"East York",37,"Scarborough","c(-79.373446944364, 43.6430806530654)"
4294,"EVT-004294",2008-01-05,"2008","January","Saturday",5,5,21,"Evening","D05",0,2,11,"North York",95,"Etobicoke","c(-79.3505953273038, 43.6945754179809)"
4295,"EVT-004295",2011-01-24,"2011","January","Monday",24,24,19,"Evening","D24",0,3,96,"Scarborough",97,"Scarborough","c(-79.2617072467659, 43.7699212945417)"
4296,"EVT-004296",2013-02-28,"2013","February","Thursday",59,28,17,"Afternoon","D01",0,2,34,"Downtown",108,"Scarborough","c(-79.2750957998974, 43.7391297552543)"
4297,"EVT-004297",2012-10-03,"2012","October","Wednesday",277,3,20,"Evening","D51",1,3,5,"East York",110,"Etobicoke","c(-79.3098847267304, 43.6236587271342)"
4298,"EVT-004298",2011-10-05,"2011","October","Wednesday",278,5,11,"Morning","D30",0,1,113,"Etobicoke",5,"Downtown","c(-79.6206511343746, 43.751906203334)"
4299,"EVT-004299",2009-12-22,"2009","December","Tuesday",356,22,7,"Morning","D33",0,2,33,"Scarborough",91,"Etobicoke","c(-79.2965827811237, 43.696468456471)"
4300,"EVT-004300",2011-03-15,"2011","March","Tuesday",74,15,4,"Night","D20",0,3,7,"Etobicoke",10,"Downtown","c(-79.2170954457946, 43.829731734916)"
4301,"EVT-004301",2005-02-05,"2005","February","Saturday",36,5,16,"Afternoon","D41",0,2,50,"North York",73,"Downtown","c(-79.3027255893802, 43.7963135420984)"
4302,"EVT-004302",2016-07-07,"2016","July","Thursday",189,7,23,"Evening","D49",0,0,132,"Etobicoke",105,"Scarborough","c(-79.5326395685298, 43.7871343476057)"
4303,"EVT-004303",2017-07-28,"2017","July","Friday",209,28,19,"Evening","D26",0,5,60,"Downtown",90,"East York","c(-79.273326864131, 43.8544382387571)"
4304,"EVT-004304",2007-12-29,"2007","December","Saturday",363,29,13,"Afternoon","D49",0,2,144,"Scarborough",21,"Downtown","c(-79.6303533654261, 43.694681081952)"
4305,"EVT-004305",2020-08-31,"2020","August","Monday",244,31,2,"Night","D11",0,4,151,"Scarborough",45,"Scarborough","c(-79.3457897456398, 43.7381731088791)"
4306,"EVT-004306",2007-03-03,"2007","March","Saturday",62,3,5,"Night","D26",0,3,151,"Downtown",60,"Scarborough","c(-79.3367880807025, 43.6580089692304)"
4307,"EVT-004307",2015-09-08,"2015","September","Tuesday",251,8,9,"Morning","D42",0,4,140,"Downtown",101,"Etobicoke","c(-79.4822330747172, 43.735971974662)"
4308,"EVT-004308",2007-09-29,"2007","September","Saturday",272,29,20,"Evening","D40",0,2,43,"East York",106,"Etobicoke","c(-79.2668282105833, 43.7484560493279)"
4309,"EVT-004309",2015-08-05,"2015","August","Wednesday",217,5,20,"Evening","D35",1,1,95,"Scarborough",123,"North York","c(-79.5801958426597, 43.7661430038726)"
4310,"EVT-004310",2023-03-28,"2023","March","Tuesday",87,28,15,"Afternoon","D28",0,3,11,"Scarborough",11,"East York","c(-79.6113189577591, 43.7475260995608)"
4311,"EVT-004311",2007-01-05,"2007","January","Friday",5,5,0,"Night","D21",0,1,28,"North York",65,"East York","c(-79.5908885791417, 43.6987207741208)"
4312,"EVT-004312",2020-08-15,"2020","August","Saturday",228,15,16,"Afternoon","D18",0,0,12,"Scarborough",78,"Etobicoke","c(-79.1214814697493, 43.6205341537308)"
4313,"EVT-004313",2020-04-29,"2020","April","Wednesday",120,29,14,"Afternoon","D35",0,3,93,"Downtown",47,"Downtown","c(-79.4336352216844, 43.7946094648732)"
4314,"EVT-004314",2015-08-10,"2015","August","Monday",222,10,15,"Afternoon","D22",0,1,38,"East York",83,"Etobicoke","c(-79.3138202147089, 43.8291383204963)"
4315,"EVT-004315",2019-03-23,"2019","March","Saturday",82,23,8,"Morning","D42",0,2,116,"Etobicoke",50,"Downtown","c(-79.6212090708235, 43.784656668024)"
4316,"EVT-004316",2005-02-25,"2005","February","Friday",56,25,7,"Morning","D03",0,1,28,"Downtown",2,"Scarborough","c(-79.4185911043016, 43.6647454618786)"
4317,"EVT-004317",2014-01-16,"2014","January","Thursday",16,16,8,"Morning","D13",1,0,149,"North York",73,"North York","c(-79.2105571160601, 43.6649166399075)"
4318,"EVT-004318",2018-04-29,"2018","April","Sunday",119,29,18,"Afternoon","D47",0,1,31,"Downtown",19,"East York","c(-79.2848933395714, 43.6474144603187)"
4319,"EVT-004319",2010-12-05,"2010","December","Sunday",339,5,1,"Night","D44",0,2,40,"Downtown",20,"East York","c(-79.2019992900427, 43.7717812536841)"
4320,"EVT-004320",2005-08-31,"2005","August","Wednesday",243,31,17,"Afternoon","D50",0,1,53,"Etobicoke",59,"Downtown","c(-79.2462733669985, 43.786375950511)"
4321,"EVT-004321",2018-04-16,"2018","April","Monday",106,16,20,"Evening","D34",0,4,28,"East York",37,"Downtown","c(-79.4685025340483, 43.7932333491281)"
4322,"EVT-004322",2011-12-17,"2011","December","Saturday",351,17,22,"Evening","D40",0,2,80,"Scarborough",61,"Downtown","c(-79.1836349237991, 43.8300629272491)"
4323,"EVT-004323",2008-11-01,"2008","November","Saturday",306,1,1,"Night","D29",0,2,111,"Etobicoke",29,"East York","c(-79.2101568927031, 43.5817813142372)"
4324,"EVT-004324",2005-08-23,"2005","August","Tuesday",235,23,13,"Afternoon","D33",0,5,24,"North York",128,"Etobicoke","c(-79.3248146110874, 43.695192904268)"
4325,"EVT-004325",2007-05-30,"2007","May","Wednesday",150,30,1,"Night","D06",0,2,78,"East York",136,"Etobicoke","c(-79.4543291928209, 43.6685559888195)"
4326,"EVT-004326",2011-05-03,"2011","May","Tuesday",123,3,4,"Night","D03",1,4,136,"Etobicoke",76,"East York","c(-79.3401756521715, 43.7105544691322)"
4327,"EVT-004327",2011-05-21,"2011","May","Saturday",141,21,22,"Evening","D53",0,0,125,"Scarborough",110,"North York","c(-79.5492882531969, 43.6797275921585)"
4328,"EVT-004328",2009-07-31,"2009","July","Friday",212,31,7,"Morning","D30",0,1,139,"Etobicoke",16,"East York","c(-79.21139345211, 43.5974924329273)"
4329,"EVT-004329",2013-10-24,"2013","October","Thursday",297,24,12,"Morning","D18",0,3,117,"Downtown",52,"North York","c(-79.5802567463277, 43.7176989936624)"
4330,"EVT-004330",2013-10-18,"2013","October","Friday",291,18,7,"Morning","D33",0,3,137,"Downtown",80,"East York","c(-79.4058784571407, 43.6871909550499)"
4331,"EVT-004331",2006-10-20,"2006","October","Friday",293,20,11,"Morning","D53",0,0,147,"Scarborough",41,"Scarborough","c(-79.2930878879303, 43.7312609181384)"
4332,"EVT-004332",2004-02-02,"2004","February","Monday",33,2,16,"Afternoon","D26",0,2,143,"Downtown",108,"North York","c(-79.3889001395775, 43.8452244890234)"
4333,"EVT-004333",2015-03-29,"2015","March","Sunday",88,29,14,"Afternoon","D06",0,0,158,"Etobicoke",134,"Etobicoke","c(-79.2805691616263, 43.7439608796544)"
4334,"EVT-004334",2011-03-14,"2011","March","Monday",73,14,11,"Morning","D21",0,3,36,"Etobicoke",61,"East York","c(-79.4854229199903, 43.6811885196159)"
4335,"EVT-004335",2015-08-01,"2015","August","Saturday",213,1,10,"Morning","D12",0,2,75,"Scarborough",99,"Downtown","c(-79.4050003269482, 43.8436366023317)"
4336,"EVT-004336",2024-02-05,"2024","February","Monday",36,5,17,"Afternoon","D46",0,1,7,"Downtown",25,"North York","c(-79.4678367882572, 43.8354713981815)"
4337,"EVT-004337",2021-05-09,"2021","May","Sunday",129,9,3,"Night","D16",0,0,155,"Downtown",46,"North York","c(-79.6201783219205, 43.744316508979)"
4338,"EVT-004338",2004-10-24,"2004","October","Sunday",298,24,0,"Night","D44",0,3,152,"North York",7,"East York","c(-79.4305654787278, 43.680320150597)"
4339,"EVT-004339",2021-02-05,"2021","February","Friday",36,5,17,"Afternoon","D19",0,1,149,"Scarborough",132,"Etobicoke","c(-79.3688217302449, 43.7524273965932)"
4340,"EVT-004340",2004-03-23,"2004","March","Tuesday",83,23,18,"Afternoon","D38",0,2,88,"Scarborough",127,"Scarborough","c(-79.2176307367913, 43.7881054543002)"
4341,"EVT-004341",2017-12-12,"2017","December","Tuesday",346,12,18,"Afternoon","D35",0,2,67,"Downtown",129,"Scarborough","c(-79.2104055556586, 43.6803165912282)"
4342,"EVT-004342",2022-08-19,"2022","August","Friday",231,19,1,"Night","D42",0,2,156,"Downtown",22,"Scarborough","c(-79.5330732211195, 43.7643822589424)"
4343,"EVT-004343",2020-01-25,"2020","January","Saturday",25,25,12,"Morning","D29",0,0,73,"North York",125,"Etobicoke","c(-79.2307537116604, 43.8407025519531)"
4344,"EVT-004344",2019-08-24,"2019","August","Saturday",236,24,12,"Morning","D37",0,4,65,"Etobicoke",109,"North York","c(-79.1539661402628, 43.6394039404916)"
4345,"EVT-004345",2020-07-21,"2020","July","Tuesday",203,21,23,"Evening","D05",0,2,111,"Scarborough",12,"Scarborough","c(-79.2421779116241, 43.7586017886682)"
4346,"EVT-004346",2007-12-07,"2007","December","Friday",341,7,6,"Night","D38",0,3,98,"Downtown",11,"Downtown","c(-79.455859172737, 43.8001128837202)"
4347,"EVT-004347",2005-07-30,"2005","July","Saturday",211,30,19,"Evening","D13",0,1,25,"North York",37,"Etobicoke","c(-79.1865314603416, 43.8447183107654)"
4348,"EVT-004348",2006-05-19,"2006","May","Friday",139,19,7,"Morning","D46",0,3,127,"Etobicoke",91,"Downtown","c(-79.2467754540227, 43.5914674958831)"
4349,"EVT-004349",2008-12-11,"2008","December","Thursday",346,11,21,"Evening","D22",0,5,72,"Downtown",120,"Scarborough","c(-79.287661126704, 43.7128425192369)"
4350,"EVT-004350",2004-06-29,"2004","June","Tuesday",181,29,16,"Afternoon","D42",0,0,27,"Downtown",29,"East York","c(-79.4555161112003, 43.6043131433781)"
4351,"EVT-004351",2004-05-12,"2004","May","Wednesday",133,12,2,"Night","D02",0,1,93,"East York",70,"Scarborough","c(-79.61773194046, 43.6321686828502)"
4352,"EVT-004352",2020-07-11,"2020","July","Saturday",193,11,4,"Night","D26",0,3,62,"Downtown",110,"East York","c(-79.3879219859907, 43.5921608684992)"
4353,"EVT-004353",2015-02-17,"2015","February","Tuesday",48,17,11,"Morning","D37",0,0,92,"Etobicoke",77,"Etobicoke","c(-79.3554843526341, 43.7286745582709)"
4354,"EVT-004354",2007-02-15,"2007","February","Thursday",46,15,8,"Morning","D24",0,1,127,"Scarborough",116,"East York","c(-79.4261547554111, 43.700382830132)"
4355,"EVT-004355",2011-10-09,"2011","October","Sunday",282,9,5,"Night","D16",0,1,122,"Scarborough",53,"Downtown","c(-79.3805108753832, 43.8508367676834)"
4356,"EVT-004356",2017-09-03,"2017","September","Sunday",246,3,18,"Afternoon","D35",0,5,5,"East York",106,"Scarborough","c(-79.2664081255365, 43.7880874257954)"
4357,"EVT-004357",2010-09-01,"2010","September","Wednesday",244,1,17,"Afternoon","D09",0,3,22,"East York",47,"Scarborough","c(-79.2180133688178, 43.7222445529511)"
4358,"EVT-004358",2006-10-09,"2006","October","Monday",282,9,14,"Afternoon","D11",0,0,121,"Downtown",9,"Etobicoke","c(-79.4825794995869, 43.7728846166274)"
4359,"EVT-004359",2009-02-20,"2009","February","Friday",51,20,19,"Evening","D16",0,1,58,"Scarborough",34,"North York","c(-79.5712537006384, 43.7563459494077)"
4360,"EVT-004360",2005-11-24,"2005","November","Thursday",328,24,6,"Night","D20",0,3,70,"Scarborough",24,"Downtown","c(-79.6211756893918, 43.6346262679573)"
4361,"EVT-004361",2006-09-15,"2006","September","Friday",258,15,11,"Morning","D30",0,1,140,"Etobicoke",86,"Scarborough","c(-79.1893506291591, 43.848691630148)"
4362,"EVT-004362",2017-05-10,"2017","May","Wednesday",130,10,17,"Afternoon","D47",0,2,60,"North York",35,"Scarborough","c(-79.2291369367864, 43.6616698460884)"
4363,"EVT-004363",2006-06-27,"2006","June","Tuesday",178,27,13,"Afternoon","D03",0,2,153,"Scarborough",86,"North York","c(-79.2234869650507, 43.7803790360853)"
4364,"EVT-004364",2022-09-16,"2022","September","Friday",259,16,23,"Evening","D36",0,0,50,"Etobicoke",73,"Etobicoke","c(-79.2473641731413, 43.787960111212)"
4365,"EVT-004365",2017-06-17,"2017","June","Saturday",168,17,7,"Morning","D16",0,2,41,"Etobicoke",39,"Etobicoke","c(-79.2443732610058, 43.8341017390313)"
4366,"EVT-004366",2011-04-26,"2011","April","Tuesday",116,26,3,"Night","D20",0,3,138,"East York",67,"Etobicoke","c(-79.1425441101912, 43.7779416104276)"
4367,"EVT-004367",2007-11-13,"2007","November","Tuesday",317,13,5,"Night","D15",0,1,63,"North York",114,"Downtown","c(-79.5435805377595, 43.6759018635334)"
4368,"EVT-004368",2015-03-02,"2015","March","Monday",61,2,14,"Afternoon","D30",0,2,43,"North York",129,"Downtown","c(-79.4111930464957, 43.6429027651228)"
4369,"EVT-004369",2005-12-22,"2005","December","Thursday",356,22,1,"Night","D35",0,3,93,"Etobicoke",133,"Downtown","c(-79.1694093092121, 43.6729377878163)"
4370,"EVT-004370",2016-12-19,"2016","December","Monday",354,19,16,"Afternoon","D54",0,3,64,"Downtown",71,"Etobicoke","c(-79.5985548549619, 43.6932114937386)"
4371,"EVT-004371",2010-08-17,"2010","August","Tuesday",229,17,5,"Night","D35",0,1,138,"North York",82,"Etobicoke","c(-79.5283711783428, 43.8303114767645)"
4372,"EVT-004372",2021-04-23,"2021","April","Friday",113,23,14,"Afternoon","D42",0,7,146,"East York",63,"Downtown","c(-79.6272266220532, 43.7882144932572)"
4373,"EVT-004373",2006-01-06,"2006","January","Friday",6,6,22,"Evening","D45",0,1,78,"East York",8,"North York","c(-79.3185114460951, 43.8222531081129)"
4374,"EVT-004374",2020-05-21,"2020","May","Thursday",142,21,11,"Morning","D29",1,2,65,"North York",112,"Etobicoke","c(-79.2524151694905, 43.7612937879734)"
4375,"EVT-004375",2014-06-21,"2014","June","Saturday",172,21,2,"Night","D39",0,0,120,"East York",137,"North York","c(-79.5216533199506, 43.8533210175181)"
4376,"EVT-004376",2009-01-11,"2009","January","Sunday",11,11,22,"Evening","D22",0,4,109,"Downtown",114,"Etobicoke","c(-79.5969005259924, 43.6255219649823)"
4377,"EVT-004377",2014-08-05,"2014","August","Tuesday",217,5,3,"Night","D44",1,3,137,"North York",105,"East York","c(-79.5039055548456, 43.7448107076531)"
4378,"EVT-004378",2021-11-24,"2021","November","Wednesday",328,24,13,"Afternoon","D47",0,2,130,"Etobicoke",111,"Etobicoke","c(-79.5526343387354, 43.7786034160702)"
4379,"EVT-004379",2012-04-15,"2012","April","Sunday",106,15,13,"Afternoon","D06",0,0,89,"Downtown",114,"Downtown","c(-79.430139320902, 43.7910158035576)"
4380,"EVT-004380",2005-11-13,"2005","November","Sunday",317,13,4,"Night","D10",0,0,49,"North York",77,"North York","c(-79.4750852922037, 43.6360247399658)"
4381,"EVT-004381",2007-01-08,"2007","January","Monday",8,8,9,"Morning","D20",0,2,133,"Etobicoke",65,"Downtown","c(-79.6263704229757, 43.7107467167055)"
4382,"EVT-004382",2023-11-20,"2023","November","Monday",324,20,15,"Afternoon","D12",1,4,84,"East York",104,"Scarborough","c(-79.276309470469, 43.7403772762775)"
4383,"EVT-004383",2020-01-19,"2020","January","Sunday",19,19,22,"Evening","D19",0,0,94,"East York",107,"North York","c(-79.3725604964541, 43.6518179254528)"
4384,"EVT-004384",2016-02-16,"2016","February","Tuesday",47,16,7,"Morning","D39",0,3,6,"East York",60,"East York","c(-79.4713449711889, 43.6706724577574)"
4385,"EVT-004385",2012-05-08,"2012","May","Tuesday",129,8,7,"Morning","D45",0,1,3,"East York",108,"Downtown","c(-79.5443714407185, 43.702247941006)"
4386,"EVT-004386",2018-07-11,"2018","July","Wednesday",192,11,12,"Morning","D39",0,1,40,"Etobicoke",31,"East York","c(-79.5176874104241, 43.8386364120001)"
4387,"EVT-004387",2017-11-14,"2017","November","Tuesday",318,14,1,"Night","D41",0,2,83,"Downtown",23,"Scarborough","c(-79.393815070915, 43.6501314702723)"
4388,"EVT-004388",2021-07-11,"2021","July","Sunday",192,11,19,"Evening","D10",0,5,110,"East York",104,"Etobicoke","c(-79.292197746825, 43.8278720691506)"
4389,"EVT-004389",2014-04-14,"2014","April","Monday",104,14,9,"Morning","D06",0,3,55,"North York",63,"Scarborough","c(-79.5296884728214, 43.8209403007951)"
4390,"EVT-004390",2019-03-26,"2019","March","Tuesday",85,26,7,"Morning","D16",1,3,143,"North York",101,"Etobicoke","c(-79.5040738325393, 43.7920032713888)"
4391,"EVT-004391",2022-08-20,"2022","August","Saturday",232,20,10,"Morning","D39",0,3,4,"Downtown",56,"East York","c(-79.2863053919284, 43.6681457018571)"
