"","dates","event_type","neighbourhood","injuries","deaths"
"3714",2021-06-10,"shooting_event","East York",0,0
"3715",2021-03-09,"shooting_event","East York",0,0
"3716",2019-03-19,"shooting_event","Etobicoke",2,0
"3717",2020-04-29,"firearm_discharge","Scarborough",0,0
"3718",2019-02-01,"firearm_discharge","Scarborough",0,0
"3719",2020-10-03,"firearm_discharge","Scarborough",0,0
"3720",2020-02-26,"firearm_discharge","East York",0,0
"3721",2021-12-10,"shooting_event","East York",1,0
"3722",2019-09-11,"firearm_discharge","Scarborough",0,0
"3723",2021-12-04,"shooting_event","Etobicoke",0,1
"3724",2021-11-27,"firearm_discharge","Scarborough",0,0
"3725",2023-12-27,"firearm_discharge","East York",0,0
"3726",2021-05-28,"firearm_discharge","North York",0,0
"3727",2022-05-16,"shooting_event","Downtown",3,0
"3728",2021-03-06,"firearm_discharge","Downtown",0,0
"3729",2023-01-28,"shooting_event","Etobicoke",0,0
"3730",2022-04-17,"shooting_event","Downtown",1,0
"3731",2018-08-25,"firearm_discharge","East York",0,0
"3732",2019-03-14,"firearm_discharge","East York",0,0
"3733",2022-05-31,"firearm_discharge","North York",0,0
"3734",2020-10-13,"shooting_event","East York",1,0
"3735",2022-02-27,"shooting_event","Downtown",2,0
"3736",2022-08-24,"shooting_event","Downtown",0,0
"3737",2020-10-06,"shooting_event","North York",0,0
"3738",2021-12-28,"shooting_event","Scarborough",0,0
"3739",2021-01-29,"firearm_discharge","East York",0,0
"3740",2021-03-03,"shooting_event","Downtown",0,1
"3741",2020-05-11,"shooting_event","Etobicoke",1,0
"3742",2023-11-03,"shooting_event","Downtown",0,1
"3743",2019-08-10,"shooting_event","East York",0,0
"3744",2021-11-19,"firearm_discharge","Downtown",0,0
"3745",2019-02-14,"firearm_discharge","Downtown",0,0
"3746",2021-04-26,"shooting_event","East York",1,0
"3747",2021-02-21,"shooting_event","Downtown",0,0
"3748",2023-08-30,"firearm_discharge","Scarborough",0,0
"3749",2021-02-05,"shooting_event","Etobicoke",1,0
"3750",2023-01-08,"firearm_discharge","Etobicoke",0,0
"3751",2019-09-01,"shooting_event","North York",1,0
"3752",2021-05-11,"firearm_discharge","Etobicoke",0,0
"3753",2021-11-29,"shooting_event","Etobicoke",0,1
"3754",2018-08-17,"shooting_event","Downtown",1,0
"3755",2021-10-27,"firearm_discharge","Downtown",0,0
"3756",2020-07-27,"shooting_event","Etobicoke",1,0
"3757",2022-02-24,"shooting_event","North York",1,0
"3758",2018-10-15,"shooting_event","East York",0,0
"3759",2022-03-29,"firearm_discharge","East York",0,0
"3760",2023-10-16,"shooting_event","North York",2,0
"3761",2023-12-27,"shooting_event","East York",0,0
"3762",2023-01-26,"firearm_discharge","North York",0,0
"3763",2021-10-13,"firearm_discharge","North York",0,0
"3764",2020-08-18,"firearm_discharge","Downtown",0,0
"3765",2018-11-02,"firearm_discharge","Etobicoke",0,0
"3766",2021-01-10,"firearm_discharge","Etobicoke",0,0
"3767",2022-06-01,"shooting_event","Scarborough",0,0
"3768",2019-01-10,"firearm_discharge","Etobicoke",0,0
"3769",2018-08-04,"shooting_event","Downtown",0,0
"3770",2022-06-23,"shooting_event","Etobicoke",1,0
"3771",2023-12-29,"shooting_event","Scarborough",1,0
"3772",2022-04-08,"shooting_event","Downtown",1,1
"3773",2019-04-17,"firearm_discharge","Downtown",0,0
"3774",2020-01-24,"shooting_event","Etobicoke",1,0
"3775",2020-05-26,"shooting_event","Etobicoke",0,0
"3776",2018-12-15,"shooting_event","Scarborough",4,0
"3777",2018-08-21,"shooting_event","Downtown",2,0
"3778",2021-06-11,"shooting_event","East York",1,0
"3779",2023-10-03,"shooting_event","Etobicoke",1,0
"3780",2020-09-11,"firearm_discharge","Etobicoke",0,0
"3781",2020-11-16,"firearm_discharge","North York",0,0
"3782",2018-12-21,"firearm_discharge","Etobicoke",0,0
"3783",2018-09-17,"shooting_event","Etobicoke",1,0
"3784",2018-02-15,"shooting_event","East York",0,0
"3785",2021-10-13,"shooting_event","Etobicoke",1,0
"3786",2019-03-25,"shooting_event","Scarborough",4,0
"3787",2023-05-08,"shooting_event","East York",0,0
"3788",2019-05-27,"shooting_event","Scarborough",0,0
"3789",2019-04-13,"firearm_discharge","Etobicoke",0,0
"3790",2023-12-03,"firearm_discharge","Downtown",0,0
"3791",2018-11-07,"shooting_event","Scarborough",2,0
"3792",2021-09-03,"firearm_discharge","North York",0,0
"3793",2022-08-14,"shooting_event","Scarborough",1,0
"3794",2022-09-28,"firearm_discharge","East York",0,0
"3795",2023-09-22,"firearm_discharge","Etobicoke",0,0
"3796",2022-01-12,"shooting_event","North York",0,0
"3797",2023-04-13,"shooting_event","Scarborough",0,0
"3798",2020-07-12,"firearm_discharge","Scarborough",0,0
"3799",2023-11-09,"shooting_event","North York",3,0
"3800",2021-08-30,"firearm_discharge","Downtown",0,0
"3801",2022-05-03,"firearm_discharge","East York",0,0
"3802",2023-10-20,"shooting_event","East York",1,1
"3803",2020-05-12,"firearm_discharge","Scarborough",0,0
"3804",2023-10-28,"firearm_discharge","East York",0,0
"3805",2023-02-09,"firearm_discharge","Downtown",0,0
"3806",2023-11-10,"firearm_discharge","Downtown",0,0
"3807",2020-06-05,"shooting_event","East York",1,0
"3808",2018-05-02,"shooting_event","Scarborough",2,0
"3809",2018-06-28,"shooting_event","Etobicoke",0,0
"3810",2023-03-11,"shooting_event","Downtown",0,0
"3811",2021-10-28,"firearm_discharge","Scarborough",0,0
"3812",2020-06-06,"firearm_discharge","North York",0,0
"3813",2022-12-15,"firearm_discharge","Scarborough",0,0
"3814",2023-10-14,"firearm_discharge","Scarborough",0,0
"3815",2020-04-06,"firearm_discharge","Downtown",0,0
"3816",2022-02-06,"shooting_event","East York",3,0
"3817",2023-04-14,"firearm_discharge","East York",0,0
"3818",2020-10-19,"firearm_discharge","Scarborough",0,0
"3819",2023-07-18,"shooting_event","East York",0,0
"3820",2020-04-28,"firearm_discharge","Downtown",0,0
"3821",2020-04-13,"firearm_discharge","North York",0,0
"3822",2021-01-19,"firearm_discharge","Etobicoke",0,0
"3823",2023-07-31,"firearm_discharge","East York",0,0
"3824",2023-04-17,"firearm_discharge","Etobicoke",0,0
"3825",2022-04-24,"firearm_discharge","Downtown",0,0
"3826",2020-04-23,"shooting_event","East York",1,0
"3827",2018-04-02,"firearm_discharge","East York",0,0
"3828",2018-07-26,"shooting_event","North York",2,0
"3829",2020-06-14,"shooting_event","Scarborough",1,0
"3830",2021-06-01,"firearm_discharge","Etobicoke",0,0
"3831",2020-12-02,"firearm_discharge","Etobicoke",0,0
"3832",2021-03-14,"firearm_discharge","North York",0,0
"3833",2023-05-30,"shooting_event","Etobicoke",1,0
"3834",2018-02-10,"firearm_discharge","Downtown",0,0
"3835",2018-03-24,"firearm_discharge","Scarborough",0,0
"3836",2022-03-08,"firearm_discharge","Etobicoke",0,0
"3837",2019-10-22,"firearm_discharge","North York",0,0
"3838",2021-05-12,"shooting_event","North York",0,0
"3839",2023-01-25,"shooting_event","Scarborough",0,1
"3840",2022-10-19,"firearm_discharge","East York",0,0
"3841",2020-03-02,"shooting_event","East York",0,0
"3842",2023-09-23,"shooting_event","Downtown",1,0
"3843",2022-10-26,"shooting_event","Downtown",1,0
"3844",2020-01-06,"firearm_discharge","Etobicoke",0,0
"3845",2022-12-04,"shooting_event","Etobicoke",4,0
"3846",2020-09-24,"shooting_event","North York",4,0
"3847",2022-03-20,"shooting_event","Downtown",3,0
"3848",2020-06-14,"shooting_event","East York",1,0
"3849",2020-04-12,"shooting_event","East York",0,1
"3850",2022-09-06,"firearm_discharge","North York",0,0
"3851",2018-04-16,"firearm_discharge","North York",0,0
"3852",2021-05-31,"firearm_discharge","Downtown",0,0
"3853",2021-11-09,"shooting_event","Scarborough",0,0
"3854",2022-03-26,"shooting_event","North York",0,0
"3855",2020-03-15,"firearm_discharge","Downtown",0,0
"3856",2021-11-11,"firearm_discharge","East York",0,0
"3857",2023-07-22,"shooting_event","North York",0,0
"3858",2019-01-29,"firearm_discharge","Etobicoke",0,0
"3859",2020-05-28,"shooting_event","North York",1,0
"3860",2018-06-17,"shooting_event","Downtown",1,0
"3861",2020-01-21,"firearm_discharge","Downtown",0,0
"3862",2023-05-14,"firearm_discharge","East York",0,0
"3863",2021-03-08,"firearm_discharge","Etobicoke",0,0
"3864",2021-01-28,"firearm_discharge","Downtown",0,0
"3865",2018-05-08,"firearm_discharge","Downtown",0,0
"3866",2020-07-04,"shooting_event","Etobicoke",1,0
"3867",2019-02-28,"shooting_event","North York",0,0
"3868",2018-09-29,"shooting_event","Downtown",0,1
"3869",2019-10-07,"shooting_event","Scarborough",1,0
"3870",2022-04-10,"shooting_event","Downtown",0,0
"3871",2021-11-15,"firearm_discharge","East York",0,0
"3872",2021-12-22,"firearm_discharge","Etobicoke",0,0
"3873",2018-05-05,"shooting_event","North York",0,0
"3874",2021-11-09,"firearm_discharge","Scarborough",0,0
"3875",2018-03-04,"shooting_event","Etobicoke",0,0
"3876",2019-09-21,"firearm_discharge","Scarborough",0,0
"3877",2019-12-09,"shooting_event","Scarborough",0,0
"3878",2023-12-21,"firearm_discharge","Downtown",0,0
"3879",2023-12-22,"firearm_discharge","Etobicoke",0,0
"3880",2020-05-24,"firearm_discharge","Scarborough",0,0
"3881",2023-03-18,"firearm_discharge","East York",0,0
"3882",2023-09-11,"firearm_discharge","Etobicoke",0,0
"3883",2022-02-14,"shooting_event","North York",1,0
"3884",2023-01-03,"firearm_discharge","North York",0,0
"3885",2022-11-22,"firearm_discharge","North York",0,0
"3886",2023-09-16,"firearm_discharge","Etobicoke",0,0
"3887",2021-03-24,"firearm_discharge","East York",0,0
"3888",2020-10-16,"shooting_event","Scarborough",0,0
"3889",2020-01-04,"firearm_discharge","Scarborough",0,0
"3890",2019-12-05,"shooting_event","Downtown",5,0
"3891",2023-05-22,"shooting_event","Etobicoke",1,1
"3892",2019-07-18,"firearm_discharge","East York",0,0
"3893",2023-10-01,"shooting_event","East York",0,0
"3894",2018-05-02,"shooting_event","North York",0,0
"3895",2023-10-18,"shooting_event","Etobicoke",0,0
"3896",2018-01-13,"shooting_event","Downtown",0,0
"3897",2018-11-02,"shooting_event","Scarborough",1,0
"3898",2019-12-23,"shooting_event","East York",2,0
"3899",2022-11-21,"shooting_event","North York",0,0
"3900",2022-11-24,"shooting_event","Downtown",0,0
"3901",2019-03-28,"firearm_discharge","East York",0,0
"3902",2022-06-11,"firearm_discharge","Scarborough",0,0
"3903",2019-12-23,"shooting_event","East York",2,0
"3904",2023-09-08,"shooting_event","East York",0,0
"3905",2022-09-04,"firearm_discharge","Etobicoke",0,0
"3906",2019-09-12,"firearm_discharge","Downtown",0,0
"3907",2023-08-10,"firearm_discharge","North York",0,0
"3908",2021-09-06,"firearm_discharge","East York",0,0
"3909",2020-09-02,"firearm_discharge","North York",0,0
"3910",2022-04-16,"firearm_discharge","North York",0,0
"3911",2021-12-31,"shooting_event","East York",3,0
"3912",2018-05-17,"firearm_discharge","North York",0,0
"3913",2021-04-05,"firearm_discharge","Etobicoke",0,0
"3914",2023-12-22,"shooting_event","Downtown",0,0
"3915",2023-09-04,"firearm_discharge","East York",0,0
"3916",2021-10-05,"shooting_event","Downtown",0,1
"3917",2023-04-02,"shooting_event","Scarborough",1,0
"3918",2022-02-01,"shooting_event","Etobicoke",0,0
"3919",2019-12-28,"firearm_discharge","North York",0,0
"3920",2019-08-04,"shooting_event","East York",2,0
"3921",2020-09-09,"shooting_event","Scarborough",0,1
"3922",2023-07-13,"shooting_event","North York",1,0
"3923",2021-04-30,"firearm_discharge","Scarborough",0,0
"3924",2020-10-26,"shooting_event","East York",1,0
"3925",2018-06-11,"shooting_event","North York",0,0
"3926",2023-05-18,"shooting_event","Downtown",1,0
"3927",2021-10-24,"firearm_discharge","Downtown",0,0
"3928",2021-04-28,"shooting_event","Scarborough",2,0
"3929",2020-10-27,"firearm_discharge","North York",0,0
"3930",2020-10-19,"firearm_discharge","North York",0,0
"3931",2021-09-06,"shooting_event","Scarborough",0,0
"3932",2020-02-02,"firearm_discharge","East York",0,0
"3933",2021-10-21,"shooting_event","Downtown",1,0
"3934",2021-01-24,"firearm_discharge","Scarborough",0,0
"3935",2023-02-08,"shooting_event","Downtown",5,0
"3936",2019-09-11,"firearm_discharge","Etobicoke",0,0
"3937",2023-04-14,"shooting_event","Etobicoke",1,0
"3938",2018-02-18,"firearm_discharge","Etobicoke",0,0
"3939",2022-09-04,"shooting_event","Etobicoke",1,0
"3940",2023-10-15,"shooting_event","North York",1,0
"3941",2021-05-08,"firearm_discharge","East York",0,0
"3942",2021-12-17,"shooting_event","East York",2,0
"3943",2020-08-31,"shooting_event","North York",0,0
"3944",2019-07-24,"firearm_discharge","Scarborough",0,0
"3945",2018-07-07,"shooting_event","Etobicoke",0,0
"3946",2018-09-24,"shooting_event","Downtown",1,0
"3947",2019-12-17,"shooting_event","Scarborough",0,1
"3948",2018-11-19,"firearm_discharge","Etobicoke",0,0
"3949",2020-06-19,"shooting_event","Scarborough",3,0
"3950",2022-08-01,"shooting_event","Etobicoke",1,0
"3951",2018-02-04,"shooting_event","Etobicoke",1,0
"3952",2021-04-22,"shooting_event","North York",0,0
"3953",2021-01-21,"shooting_event","North York",3,0
"3954",2022-06-24,"firearm_discharge","Etobicoke",0,0
"3955",2023-02-13,"shooting_event","North York",3,0
"3956",2019-06-10,"firearm_discharge","Etobicoke",0,0
"3957",2019-04-10,"firearm_discharge","North York",0,0
"3958",2019-10-26,"firearm_discharge","Downtown",0,0
"3959",2022-07-21,"shooting_event","East York",1,0
"3960",2021-11-06,"firearm_discharge","North York",0,0
"3961",2023-01-29,"shooting_event","Downtown",0,0
"3962",2021-09-14,"firearm_discharge","Downtown",0,0
"3963",2023-10-09,"shooting_event","Downtown",2,0
"3964",2019-03-15,"firearm_discharge","North York",0,0
"3965",2019-12-29,"shooting_event","East York",1,0
"3966",2020-04-16,"firearm_discharge","East York",0,0
"3967",2023-04-23,"firearm_discharge","North York",0,0
"3968",2018-07-01,"firearm_discharge","East York",0,0
"3969",2018-05-23,"shooting_event","East York",2,0
"3970",2021-09-28,"firearm_discharge","Downtown",0,0
"3971",2020-02-16,"firearm_discharge","Etobicoke",0,0
"3972",2018-09-26,"shooting_event","Downtown",1,0
"3973",2023-02-10,"firearm_discharge","North York",0,0
"3974",2020-12-19,"shooting_event","North York",0,0
"3975",2018-02-03,"shooting_event","North York",1,1
"3976",2020-09-26,"shooting_event","Scarborough",2,0
"3977",2018-01-14,"shooting_event","Scarborough",0,0
"3978",2021-01-30,"shooting_event","Downtown",0,0
"3979",2020-01-19,"firearm_discharge","Scarborough",0,0
"3980",2022-12-08,"firearm_discharge","Scarborough",0,0
"3981",2021-12-31,"firearm_discharge","Downtown",0,0
"3982",2023-03-23,"shooting_event","North York",0,0
"3983",2022-06-22,"firearm_discharge","North York",0,0
"3984",2018-03-30,"shooting_event","Scarborough",1,1
"3985",2018-08-19,"firearm_discharge","North York",0,0
"3986",2022-02-03,"shooting_event","East York",2,1
"3987",2023-05-13,"shooting_event","Scarborough",0,0
"3988",2020-04-03,"shooting_event","East York",0,0
"3989",2022-11-18,"shooting_event","Downtown",0,0
"3990",2018-07-21,"shooting_event","North York",1,0
"3991",2021-09-05,"firearm_discharge","North York",0,0
"3992",2022-12-25,"shooting_event","Scarborough",0,0
"3993",2022-01-26,"firearm_discharge","East York",0,0
"3994",2022-10-13,"shooting_event","Etobicoke",1,0
"3995",2019-05-27,"shooting_event","North York",1,0
"3996",2019-04-15,"shooting_event","North York",1,1
"3997",2019-04-25,"shooting_event","Scarborough",2,0
"3998",2018-04-24,"firearm_discharge","East York",0,0
"3999",2021-08-01,"firearm_discharge","North York",0,0
"4000",2021-04-21,"firearm_discharge","North York",0,0
"4001",2022-06-07,"firearm_discharge","Downtown",0,0
"4002",2022-09-12,"shooting_event","East York",0,0
"4003",2019-06-24,"shooting_event","North York",2,0
"4004",2021-03-25,"firearm_discharge","Scarborough",0,0
"4005",2021-05-18,"shooting_event","East York",1,0
"4006",2022-12-20,"shooting_event","Downtown",2,0
"4007",2019-10-24,"firearm_discharge","North York",0,0
"4008",2020-07-31,"firearm_discharge","Scarborough",0,0
"4009",2018-08-03,"shooting_event","East York",2,0
"4010",2020-07-06,"shooting_event","Scarborough",1,0
"4011",2022-08-29,"shooting_event","North York",0,0
"4012",2020-07-10,"shooting_event","East York",1,0
"4013",2018-10-25,"firearm_discharge","Etobicoke",0,0
"4014",2020-04-03,"firearm_discharge","North York",0,0
"4015",2018-09-05,"firearm_discharge","East York",0,0
"4016",2018-04-09,"shooting_event","Etobicoke",1,0
"4017",2023-05-17,"shooting_event","Downtown",1,0
"4018",2021-04-27,"firearm_discharge","Etobicoke",0,0
"4019",2018-01-21,"shooting_event","Scarborough",2,0
"4020",2023-01-10,"shooting_event","East York",1,0
"4021",2022-01-24,"shooting_event","Downtown",2,0
"4022",2018-10-02,"shooting_event","Etobicoke",1,0
"4023",2021-04-27,"firearm_discharge","Scarborough",0,0
"4024",2020-08-21,"shooting_event","Etobicoke",2,0
"4025",2019-02-20,"firearm_discharge","North York",0,0
"4026",2021-06-04,"shooting_event","Downtown",0,0
"4027",2020-09-10,"shooting_event","East York",1,0
"4028",2022-11-22,"firearm_discharge","East York",0,0
"4029",2019-07-21,"shooting_event","Downtown",3,0
"4030",2023-10-29,"firearm_discharge","North York",0,0
"4031",2023-11-23,"firearm_discharge","North York",0,0
"4032",2019-12-04,"firearm_discharge","East York",0,0
"4033",2020-02-17,"shooting_event","Etobicoke",0,0
"4034",2019-03-13,"shooting_event","Downtown",0,0
"4035",2019-11-18,"shooting_event","Downtown",1,0
"4036",2023-10-13,"firearm_discharge","Downtown",0,0
"4037",2022-07-30,"shooting_event","Downtown",0,0
"4038",2023-05-23,"shooting_event","Etobicoke",2,0
"4039",2022-05-10,"shooting_event","Scarborough",1,0
"4040",2021-03-30,"firearm_discharge","North York",0,0
"4041",2019-02-07,"firearm_discharge","Downtown",0,0
"4042",2023-09-08,"shooting_event","Downtown",0,0
"4043",2019-06-27,"shooting_event","East York",1,0
"4044",2022-12-05,"firearm_discharge","East York",0,0
"4045",2023-01-28,"firearm_discharge","North York",0,0
"4046",2018-02-18,"shooting_event","Scarborough",0,0
"4047",2022-12-07,"firearm_discharge","Downtown",0,0
"4048",2023-07-11,"shooting_event","Etobicoke",1,0
"4049",2019-10-29,"firearm_discharge","Downtown",0,0
"4050",2021-09-12,"shooting_event","Downtown",1,1
"4051",2020-12-01,"firearm_discharge","East York",0,0
"4052",2018-08-10,"shooting_event","Etobicoke",1,0
"4053",2020-02-10,"shooting_event","Scarborough",3,0
"4054",2022-07-03,"shooting_event","North York",0,0
"4055",2019-02-22,"shooting_event","North York",0,0
"4056",2020-03-05,"firearm_discharge","Etobicoke",0,0
"4057",2019-11-01,"firearm_discharge","East York",0,0
"4058",2018-09-14,"firearm_discharge","East York",0,0
"4059",2021-11-30,"firearm_discharge","Scarborough",0,0
"4060",2023-12-23,"shooting_event","Scarborough",2,0
"4061",2023-10-16,"shooting_event","Etobicoke",2,0
"4062",2022-07-03,"firearm_discharge","North York",0,0
"4063",2021-09-25,"shooting_event","East York",3,0
"4064",2022-11-05,"firearm_discharge","Scarborough",0,0
"4065",2019-05-17,"firearm_discharge","Scarborough",0,0
"4066",2020-04-09,"shooting_event","Scarborough",1,0
"4067",2018-02-08,"shooting_event","Etobicoke",0,1
"4068",2018-08-04,"shooting_event","Scarborough",2,0
"4069",2020-03-31,"firearm_discharge","Downtown",0,0
"4070",2023-03-09,"shooting_event","Downtown",1,0
"4071",2018-08-26,"firearm_discharge","North York",0,0
"4072",2022-06-22,"firearm_discharge","East York",0,0
"4073",2022-04-06,"shooting_event","Etobicoke",0,0
"4074",2022-05-01,"shooting_event","Downtown",0,0
"4075",2018-07-31,"shooting_event","Downtown",0,0
"4076",2023-03-20,"firearm_discharge","East York",0,0
"4077",2020-10-29,"firearm_discharge","Etobicoke",0,0
"4078",2021-09-16,"shooting_event","Etobicoke",1,0
"4079",2022-11-17,"firearm_discharge","North York",0,0
"4080",2022-03-03,"shooting_event","East York",0,1
"4081",2023-08-21,"firearm_discharge","Scarborough",0,0
"4082",2018-07-26,"shooting_event","Etobicoke",1,0
"4083",2020-12-02,"shooting_event","Etobicoke",0,0
"4084",2020-10-13,"firearm_discharge","Etobicoke",0,0
"4085",2021-11-20,"firearm_discharge","Downtown",0,0
"4086",2018-07-06,"firearm_discharge","Downtown",0,0
"4087",2018-08-29,"firearm_discharge","East York",0,0
"4088",2021-10-21,"firearm_discharge","East York",0,0
"4089",2023-07-17,"shooting_event","Etobicoke",3,0
"4090",2019-01-28,"firearm_discharge","Etobicoke",0,0
"4091",2023-04-12,"firearm_discharge","Etobicoke",0,0
"4092",2019-06-26,"firearm_discharge","Etobicoke",0,0
"4093",2020-03-20,"shooting_event","East York",4,1
"4094",2021-12-07,"shooting_event","North York",1,0
"4095",2018-01-17,"firearm_discharge","Downtown",0,0
"4096",2023-03-08,"firearm_discharge","East York",0,0
"4097",2020-12-12,"firearm_discharge","Etobicoke",0,0
"4098",2018-09-17,"firearm_discharge","Etobicoke",0,0
"4099",2019-01-15,"firearm_discharge","Downtown",0,0
"4100",2020-03-06,"shooting_event","Scarborough",0,0
"4101",2023-11-22,"shooting_event","Etobicoke",1,0
"4102",2023-06-05,"shooting_event","Downtown",0,0
"4103",2022-11-26,"firearm_discharge","Etobicoke",0,0
"4104",2022-11-04,"shooting_event","North York",0,0
"4105",2019-01-12,"shooting_event","East York",2,1
"4106",2022-08-13,"firearm_discharge","Etobicoke",0,0
"4107",2019-09-08,"shooting_event","North York",4,0
"4108",2023-02-04,"firearm_discharge","East York",0,0
"4109",2019-08-26,"shooting_event","Etobicoke",1,1
"4110",2022-08-15,"shooting_event","North York",1,0
"4111",2019-07-24,"firearm_discharge","Downtown",0,0
"4112",2022-08-14,"firearm_discharge","North York",0,0
"4113",2022-06-27,"shooting_event","East York",1,1
"4114",2022-01-18,"shooting_event","North York",1,1
"4115",2021-01-17,"shooting_event","Scarborough",0,0
"4116",2023-11-17,"firearm_discharge","East York",0,0
"4117",2018-09-22,"shooting_event","Downtown",0,0
"4118",2020-01-22,"shooting_event","Etobicoke",3,0
"4119",2022-04-08,"shooting_event","Scarborough",0,0
"4120",2018-03-06,"shooting_event","East York",1,0
"4121",2023-09-23,"firearm_discharge","Downtown",0,0
"4122",2018-02-04,"shooting_event","North York",3,0
"4123",2019-10-25,"shooting_event","Etobicoke",2,0
"4124",2022-04-04,"shooting_event","North York",1,0
"4125",2019-07-04,"firearm_discharge","North York",0,0
"4126",2023-05-16,"shooting_event","North York",0,0
"4127",2019-08-18,"firearm_discharge","North York",0,0
"4128",2019-05-13,"firearm_discharge","North York",0,0
"4129",2019-11-13,"firearm_discharge","East York",0,0
"4130",2019-12-21,"shooting_event","North York",3,0
"4131",2021-12-09,"firearm_discharge","North York",0,0
"4132",2019-01-05,"shooting_event","Etobicoke",2,0
"4133",2021-05-11,"firearm_discharge","Etobicoke",0,0
"4134",2022-08-20,"shooting_event","Downtown",1,0
"4135",2020-12-24,"shooting_event","Downtown",0,0
"4136",2021-09-27,"firearm_discharge","Scarborough",0,0
"4137",2022-12-09,"firearm_discharge","Scarborough",0,0
"4138",2021-12-20,"firearm_discharge","Downtown",0,0
"4139",2021-05-01,"shooting_event","North York",2,0
"4140",2020-10-17,"shooting_event","Downtown",2,0
"4141",2020-08-05,"shooting_event","Downtown",1,0
"4142",2023-06-28,"firearm_discharge","East York",0,0
"4143",2022-07-10,"shooting_event","North York",2,0
"4144",2019-11-13,"shooting_event","Etobicoke",1,0
"4145",2022-03-20,"firearm_discharge","East York",0,0
"4146",2021-01-25,"shooting_event","Etobicoke",0,0
"4147",2022-09-04,"firearm_discharge","East York",0,0
"4148",2019-03-01,"firearm_discharge","North York",0,0
"4149",2022-03-18,"firearm_discharge","Downtown",0,0
"4150",2019-04-27,"firearm_discharge","Etobicoke",0,0
"4151",2022-08-10,"shooting_event","Scarborough",0,1
"4152",2023-08-22,"firearm_discharge","Downtown",0,0
"4153",2023-01-31,"firearm_discharge","Scarborough",0,0
"4154",2018-02-28,"firearm_discharge","North York",0,0
"4155",2021-04-17,"firearm_discharge","Scarborough",0,0
"4156",2023-01-05,"firearm_discharge","East York",0,0
"4157",2022-08-09,"shooting_event","Downtown",3,0
"4158",2018-03-27,"firearm_discharge","East York",0,0
"4159",2019-10-20,"shooting_event","North York",2,0
"4160",2023-06-26,"shooting_event","East York",1,1
"4161",2019-01-06,"shooting_event","Etobicoke",1,0
"4162",2018-01-14,"shooting_event","North York",0,0
"4163",2020-06-23,"firearm_discharge","East York",0,0
"4164",2019-05-09,"shooting_event","Downtown",1,0
"4165",2022-08-09,"shooting_event","East York",3,0
"4166",2020-03-11,"shooting_event","Downtown",0,0
"4167",2018-06-14,"shooting_event","North York",0,0
"4168",2019-04-07,"firearm_discharge","East York",0,0
"4169",2022-07-24,"firearm_discharge","North York",0,0
"4170",2018-05-18,"firearm_discharge","North York",0,0
"4171",2019-02-06,"shooting_event","East York",1,0
"4172",2023-01-06,"firearm_discharge","Downtown",0,0
"4173",2018-03-26,"shooting_event","Etobicoke",1,0
"4174",2018-11-22,"firearm_discharge","Etobicoke",0,0
"4175",2020-10-29,"firearm_discharge","East York",0,0
"4176",2018-11-15,"firearm_discharge","North York",0,0
"4177",2019-02-18,"firearm_discharge","Scarborough",0,0
"4178",2022-01-08,"shooting_event","Downtown",1,0
"4179",2022-02-05,"shooting_event","North York",1,0
"4180",2019-02-21,"shooting_event","North York",0,0
"4181",2023-07-02,"shooting_event","North York",1,0
"4182",2023-03-29,"shooting_event","Etobicoke",0,0
"4183",2019-04-24,"shooting_event","Etobicoke",1,1
"4184",2020-07-23,"firearm_discharge","Downtown",0,0
"4185",2022-12-01,"firearm_discharge","Downtown",0,0
"4186",2018-11-30,"shooting_event","Etobicoke",0,0
"4187",2019-08-29,"shooting_event","Etobicoke",1,0
"4188",2022-11-13,"shooting_event","Etobicoke",2,0
"4189",2021-09-12,"firearm_discharge","East York",0,0
"4190",2021-09-30,"firearm_discharge","North York",0,0
"4191",2022-04-24,"firearm_discharge","East York",0,0
"4192",2019-03-12,"shooting_event","Etobicoke",0,0
"4193",2023-10-02,"firearm_discharge","North York",0,0
"4194",2019-03-20,"firearm_discharge","Scarborough",0,0
"4195",2022-05-15,"shooting_event","Scarborough",1,0
"4196",2018-10-18,"firearm_discharge","Scarborough",0,0
"4197",2022-06-20,"shooting_event","North York",0,0
"4198",2022-12-13,"shooting_event","Downtown",2,0
"4199",2019-09-26,"firearm_discharge","North York",0,0
"4200",2018-06-15,"shooting_event","North York",2,1
"4201",2018-08-19,"firearm_discharge","East York",0,0
"4202",2020-11-23,"shooting_event","Downtown",0,1
"4203",2021-10-13,"shooting_event","East York",1,0
"4204",2021-03-30,"shooting_event","Etobicoke",0,0
"4205",2018-03-11,"firearm_discharge","Etobicoke",0,0
"4206",2023-01-12,"shooting_event","Etobicoke",0,0
"4207",2023-04-12,"shooting_event","East York",1,0
"4208",2018-01-03,"firearm_discharge","East York",0,0
"4209",2023-10-15,"shooting_event","East York",0,0
"4210",2020-08-25,"firearm_discharge","Downtown",0,0
"4211",2018-10-16,"shooting_event","North York",1,0
"4212",2018-12-17,"shooting_event","North York",0,0
"4213",2021-10-05,"firearm_discharge","Etobicoke",0,0
"4214",2019-07-28,"firearm_discharge","East York",0,0
"4215",2020-02-02,"firearm_discharge","North York",0,0
"4216",2022-01-11,"firearm_discharge","North York",0,0
"4217",2023-01-17,"shooting_event","East York",1,0
"4218",2019-08-04,"firearm_discharge","Etobicoke",0,0
